az;el;distance
60.00;15.00;90
62.00;15.00;87
64.00;15.00;87
66.00;15.00;86
68.00;15.00;86
70.00;15.00;86
72.00;15.00;87
74.00;15.00;83
76.00;15.00;82
78.00;15.00;79
80.00;15.00;77
82.00;15.00;77
84.00;15.00;80
86.00;15.00;85
88.00;15.00;85
90.00;15.00;84
92.00;15.00;84
94.00;15.00;85
96.00;15.00;86
98.00;15.00;85
100.00;15.00;86
102.00;15.00;84
104.00;15.00;85
106.00;15.00;85
108.00;15.00;86
110.00;15.00;88
112.00;15.00;86
114.00;15.00;88
116.00;15.00;88
118.00;15.00;88
120.00;15.00;90
122.00;15.00;91
124.00;15.00;93
126.00;15.00;94
128.00;15.00;98
130.00;15.00;103
132.00;15.00;1
134.00;15.00;1
136.00;15.00;81
138.00;15.00;81
140.00;15.00;79
142.00;15.00;89
144.00;15.00;87
146.00;15.00;93
148.00;15.00;99
150.00;15.00;100
152.00;15.00;109
154.00;15.00;106
156.00;15.00;116
158.00;15.00;134
160.00;15.00;141
162.00;15.00;149
164.00;15.00;153
166.00;15.00;145
168.00;15.00;148
170.00;15.00;144
172.00;15.00;154
174.00;15.00;153
176.00;15.00;151
178.00;15.00;151
180.00;15.00;150
0.00;16.00;28
2.00;16.00;29
4.00;16.00;34
6.00;16.00;30
8.00;16.00;29
10.00;16.00;34
12.00;16.00;40
14.00;16.00;42
16.00;16.00;37
18.00;16.00;44
20.00;16.00;44
22.00;16.00;47
24.00;16.00;44
26.00;16.00;47
28.00;16.00;38
30.00;16.00;35
32.00;16.00;35
34.00;16.00;37
36.00;16.00;37
38.00;16.00;37
40.00;16.00;40
42.00;16.00;43
44.00;16.00;45
46.00;16.00;49
48.00;16.00;51
50.00;16.00;66
52.00;16.00;86
54.00;16.00;89
56.00;16.00;90
58.00;16.00;91
60.00;16.00;89
62.00;16.00;87
64.00;16.00;87
66.00;16.00;87
68.00;16.00;86
70.00;16.00;86
72.00;16.00;86
74.00;16.00;86
76.00;16.00;84
78.00;16.00;79
80.00;16.00;77
82.00;16.00;77
84.00;16.00;80
86.00;16.00;84
88.00;16.00;85
90.00;16.00;84
92.00;16.00;85
94.00;16.00;85
96.00;16.00;84
98.00;16.00;84
100.00;16.00;85
102.00;16.00;87
104.00;16.00;86
106.00;16.00;87
108.00;16.00;86
110.00;16.00;87
112.00;16.00;88
114.00;16.00;89
116.00;16.00;89
118.00;16.00;89
120.00;16.00;91
122.00;16.00;91
124.00;16.00;94
126.00;16.00;95
128.00;16.00;99
130.00;16.00;103
132.00;16.00;1
134.00;16.00;1
136.00;16.00;83
138.00;16.00;85
140.00;16.00;85
142.00;16.00;95
144.00;16.00;90
146.00;16.00;93
148.00;16.00;105
150.00;16.00;107
152.00;16.00;105
154.00;16.00;114
156.00;16.00;116
158.00;16.00;121
160.00;16.00;136
162.00;16.00;143
164.00;16.00;154
166.00;16.00;150
168.00;16.00;148
170.00;16.00;145
172.00;16.00;154
174.00;16.00;154
176.00;16.00;153
178.00;16.00;151
180.00;16.00;151
0.00;17.00;24
2.00;17.00;30
4.00;17.00;32
6.00;17.00;32
8.00;17.00;35
10.00;17.00;40
12.00;17.00;39
14.00;17.00;43
16.00;17.00;35
18.00;17.00;44
20.00;17.00;42
22.00;17.00;44
24.00;17.00;42
26.00;17.00;39
28.00;17.00;38
30.00;17.00;35
32.00;17.00;33
34.00;17.00;38
36.00;17.00;40
38.00;17.00;38
40.00;17.00;42
42.00;17.00;48
44.00;17.00;59
46.00;17.00;79
48.00;17.00;86
50.00;17.00;87
52.00;17.00;88
54.00;17.00;90
56.00;17.00;91
58.00;17.00;91
60.00;17.00;90
62.00;17.00;90
64.00;17.00;87
66.00;17.00;87
68.00;17.00;87
70.00;17.00;87
72.00;17.00;86
74.00;17.00;85
76.00;17.00;85
78.00;17.00;79
80.00;17.00;76
82.00;17.00;76
84.00;17.00;80
86.00;17.00;86
88.00;17.00;86
90.00;17.00;85
92.00;17.00;84
94.00;17.00;85
96.00;17.00;84
98.00;17.00;85
100.00;17.00;85
102.00;17.00;85
104.00;17.00;87
106.00;17.00;86
108.00;17.00;86
110.00;17.00;87
112.00;17.00;87
114.00;17.00;89
116.00;17.00;89
118.00;17.00;89
120.00;17.00;90
122.00;17.00;94
124.00;17.00;96
126.00;17.00;97
128.00;17.00;101
130.00;17.00;106
132.00;17.00;1
134.00;17.00;1
136.00;17.00;75
138.00;17.00;87
140.00;17.00;90
142.00;17.00;81
144.00;17.00;88
146.00;17.00;100
148.00;17.00;111
150.00;17.00;100
152.00;17.00;99
154.00;17.00;113
156.00;17.00;125
158.00;17.00;123
160.00;17.00;135
162.00;17.00;146
164.00;17.00;166
166.00;17.00;165
168.00;17.00;162
170.00;17.00;160
172.00;17.00;157
174.00;17.00;157
176.00;17.00;155
178.00;17.00;153
180.00;17.00;153
0.00;18.00;32
2.00;18.00;29
4.00;18.00;39
6.00;18.00;37
8.00;18.00;38
10.00;18.00;34
12.00;18.00;39
14.00;18.00;38
16.00;18.00;40
18.00;18.00;43
20.00;18.00;42
22.00;18.00;42
24.00;18.00;39
26.00;18.00;42
28.00;18.00;39
30.00;18.00;38
32.00;18.00;33
34.00;18.00;40
36.00;18.00;42
38.00;18.00;61
40.00;18.00;94
42.00;18.00;101
44.00;18.00;91
46.00;18.00;88
48.00;18.00;87
50.00;18.00;88
52.00;18.00;90
54.00;18.00;90
56.00;18.00;90
58.00;18.00;92
60.00;18.00;92
62.00;18.00;90
64.00;18.00;89
66.00;18.00;89
68.00;18.00;87
70.00;18.00;89
72.00;18.00;90
74.00;18.00;86
76.00;18.00;85
78.00;18.00;82
80.00;18.00;81
82.00;18.00;79
84.00;18.00;84
86.00;18.00;86
88.00;18.00;86
90.00;18.00;86
92.00;18.00;86
94.00;18.00;85
96.00;18.00;87
98.00;18.00;87
100.00;18.00;85
102.00;18.00;86
104.00;18.00;87
106.00;18.00;87
108.00;18.00;88
110.00;18.00;87
112.00;18.00;88
114.00;18.00;87
116.00;18.00;90
118.00;18.00;90
120.00;18.00;91
122.00;18.00;93
124.00;18.00;95
126.00;18.00;98
128.00;18.00;101
130.00;18.00;107
132.00;18.00;1
134.00;18.00;1
136.00;18.00;82
138.00;18.00;87
140.00;18.00;87
142.00;18.00;88
144.00;18.00;98
146.00;18.00;97
148.00;18.00;94
150.00;18.00;101
152.00;18.00;104
154.00;18.00;118
156.00;18.00;121
158.00;18.00;121
160.00;18.00;136
162.00;18.00;142
164.00;18.00;164
166.00;18.00;163
168.00;18.00;166
170.00;18.00;164
172.00;18.00;163
174.00;18.00;161
176.00;18.00;158
178.00;18.00;156
180.00;18.00;153
0.00;19.00;29
2.00;19.00;34
4.00;19.00;30
6.00;19.00;34
8.00;19.00;35
10.00;19.00;47
12.00;19.00;37
14.00;19.00;40
16.00;19.00;39
18.00;19.00;39
20.00;19.00;37
22.00;19.00;42
24.00;19.00;44
26.00;19.00;39
28.00;19.00;33
30.00;19.00;35
32.00;19.00;32
34.00;19.00;49
36.00;19.00;91
38.00;19.00;105
40.00;19.00;107
42.00;19.00;107
44.00;19.00;93
46.00;19.00;88
48.00;19.00;87
50.00;19.00;88
52.00;19.00;89
54.00;19.00;91
56.00;19.00;92
58.00;19.00;92
60.00;19.00;90
62.00;19.00;90
64.00;19.00;88
66.00;19.00;88
68.00;19.00;87
70.00;19.00;87
72.00;19.00;87
74.00;19.00;87
76.00;19.00;84
78.00;19.00;80
80.00;19.00;79
82.00;19.00;80
84.00;19.00;85
86.00;19.00;86
88.00;19.00;86
90.00;19.00;84
92.00;19.00;87
94.00;19.00;85
96.00;19.00;85
98.00;19.00;87
100.00;19.00;86
102.00;19.00;86
104.00;19.00;87
106.00;19.00;87
108.00;19.00;88
110.00;19.00;88
112.00;19.00;88
114.00;19.00;89
116.00;19.00;89
118.00;19.00;89
120.00;19.00;92
122.00;19.00;94
124.00;19.00;96
126.00;19.00;98
128.00;19.00;102
130.00;19.00;106
132.00;19.00;1
134.00;19.00;1
136.00;19.00;85
138.00;19.00;87
140.00;19.00;81
142.00;19.00;95
144.00;19.00;104
146.00;19.00;104
148.00;19.00;101
150.00;19.00;101
152.00;19.00;110
154.00;19.00;120
156.00;19.00;113
158.00;19.00;128
160.00;19.00;142
162.00;19.00;151
164.00;19.00;156
166.00;19.00;157
168.00;19.00;157
170.00;19.00;156
172.00;19.00;158
174.00;19.00;157
176.00;19.00;158
178.00;19.00;158
180.00;19.00;158
0.00;20.00;37
2.00;20.00;30
4.00;20.00;39
6.00;20.00;34
8.00;20.00;43
10.00;20.00;39
12.00;20.00;42
14.00;20.00;40
16.00;20.00;39
18.00;20.00;35
20.00;20.00;40
22.00;20.00;39
24.00;20.00;39
26.00;20.00;42
28.00;20.00;34
30.00;20.00;33
32.00;20.00;35
34.00;20.00;105
36.00;20.00;108
38.00;20.00;108
40.00;20.00;108
42.00;20.00;107
44.00;20.00;98
46.00;20.00;90
48.00;20.00;87
50.00;20.00;88
52.00;20.00;90
54.00;20.00;91
56.00;20.00;93
58.00;20.00;92
60.00;20.00;90
62.00;20.00;91
64.00;20.00;88
66.00;20.00;89
68.00;20.00;88
70.00;20.00;88
72.00;20.00;87
74.00;20.00;88
76.00;20.00;85
78.00;20.00;81
80.00;20.00;76
82.00;20.00;80
84.00;20.00;84
86.00;20.00;86
88.00;20.00;86
90.00;20.00;86
92.00;20.00;85
94.00;20.00;86
96.00;20.00;86
98.00;20.00;85
100.00;20.00;86
102.00;20.00;86
104.00;20.00;86
106.00;20.00;88
108.00;20.00;87
110.00;20.00;88
112.00;20.00;88
114.00;20.00;88
116.00;20.00;90
118.00;20.00;90
120.00;20.00;92
122.00;20.00;94
124.00;20.00;96
126.00;20.00;98
128.00;20.00;103
130.00;20.00;107
132.00;20.00;1
134.00;20.00;1
136.00;20.00;82
138.00;20.00;81
140.00;20.00;93
142.00;20.00;89
144.00;20.00;99
146.00;20.00;115
148.00;20.00;111
150.00;20.00;113
152.00;20.00;110
154.00;20.00;117
156.00;20.00;122
158.00;20.00;135
160.00;20.00;145
162.00;20.00;143
164.00;20.00;143
166.00;20.00;142
168.00;20.00;142
170.00;20.00;143
172.00;20.00;145
174.00;20.00;147
176.00;20.00;148
178.00;20.00;147
180.00;20.00;147
0.00;21.00;33
2.00;21.00;32
4.00;21.00;35
6.00;21.00;32
8.00;21.00;42
10.00;21.00;34
12.00;21.00;42
14.00;21.00;43
16.00;21.00;37
18.00;21.00;33
20.00;21.00;38
22.00;21.00;27
24.00;21.00;35
26.00;21.00;39
28.00;21.00;33
30.00;21.00;30
32.00;21.00;35
34.00;21.00;108
36.00;21.00;109
38.00;21.00;111
40.00;21.00;109
42.00;21.00;109
44.00;21.00;98
46.00;21.00;92
48.00;21.00;88
50.00;21.00;89
52.00;21.00;93
54.00;21.00;93
56.00;21.00;93
58.00;21.00;94
60.00;21.00;92
62.00;21.00;91
64.00;21.00;89
66.00;21.00;88
68.00;21.00;88
70.00;21.00;88
72.00;21.00;90
74.00;21.00;87
76.00;21.00;86
78.00;21.00;82
80.00;21.00;80
82.00;21.00;79
84.00;21.00;84
86.00;21.00;86
88.00;21.00;88
90.00;21.00;86
92.00;21.00;86
94.00;21.00;86
96.00;21.00;87
98.00;21.00;86
100.00;21.00;86
102.00;21.00;87
104.00;21.00;87
106.00;21.00;87
108.00;21.00;89
110.00;21.00;88
112.00;21.00;89
114.00;21.00;90
116.00;21.00;90
118.00;21.00;91
120.00;21.00;93
122.00;21.00;95
124.00;21.00;98
126.00;21.00;101
128.00;21.00;103
130.00;21.00;108
132.00;21.00;1
134.00;21.00;1
136.00;21.00;81
138.00;21.00;93
140.00;21.00;94
142.00;21.00;105
144.00;21.00;108
146.00;21.00;121
148.00;21.00;109
150.00;21.00;109
152.00;21.00;112
154.00;21.00;117
156.00;21.00;133
158.00;21.00;145
160.00;21.00;144
162.00;21.00;148
164.00;21.00;146
166.00;21.00;140
168.00;21.00;140
170.00;21.00;137
172.00;21.00;135
174.00;21.00;143
176.00;21.00;139
178.00;21.00;134
180.00;21.00;133
0.00;22.00;32
2.00;22.00;33
4.00;22.00;35
6.00;22.00;45
8.00;22.00;37
10.00;22.00;44
12.00;22.00;40
14.00;22.00;39
16.00;22.00;27
18.00;22.00;25
20.00;22.00;20
22.00;22.00;39
24.00;22.00;60
26.00;22.00;23
28.00;22.00;30
30.00;22.00;35
32.00;22.00;37
34.00;22.00;106
36.00;22.00;110
38.00;22.00;109
40.00;22.00;110
42.00;22.00;109
44.00;22.00;101
46.00;22.00;91
48.00;22.00;90
50.00;22.00;89
52.00;22.00;92
54.00;22.00;94
56.00;22.00;94
58.00;22.00;94
60.00;22.00;93
62.00;22.00;91
64.00;22.00;89
66.00;22.00;89
68.00;22.00;88
70.00;22.00;91
72.00;22.00;89
74.00;22.00;87
76.00;22.00;86
78.00;22.00;83
80.00;22.00;82
82.00;22.00;81
84.00;22.00;86
86.00;22.00;86
88.00;22.00;86
90.00;22.00;86
92.00;22.00;87
94.00;22.00;88
96.00;22.00;86
98.00;22.00;87
100.00;22.00;88
102.00;22.00;87
104.00;22.00;87
106.00;22.00;88
108.00;22.00;89
110.00;22.00;88
112.00;22.00;90
114.00;22.00;90
116.00;22.00;91
118.00;22.00;93
120.00;22.00;95
122.00;22.00;95
124.00;22.00;99
126.00;22.00;101
128.00;22.00;105
130.00;22.00;109
132.00;22.00;1
134.00;22.00;1
136.00;22.00;81
138.00;22.00;99
140.00;22.00;99
142.00;22.00;105
144.00;22.00;106
146.00;22.00;108
148.00;22.00;117
150.00;22.00;111
152.00;22.00;117
154.00;22.00;131
156.00;22.00;154
158.00;22.00;146
160.00;22.00;145
162.00;22.00;146
164.00;22.00;147
166.00;22.00;157
168.00;22.00;159
170.00;22.00;154
172.00;22.00;153
174.00;22.00;151
176.00;22.00;150
178.00;22.00;151
180.00;22.00;149
0.00;23.00;35
2.00;23.00;38
4.00;23.00;34
6.00;23.00;35
8.00;23.00;33
10.00;23.00;39
12.00;23.00;37
14.00;23.00;37
16.00;23.00;25
18.00;23.00;37
20.00;23.00;33
22.00;23.00;39
24.00;23.00;53
26.00;23.00;32
28.00;23.00;35
30.00;23.00;35
32.00;23.00;37
34.00;23.00;107
36.00;23.00;110
38.00;23.00;110
40.00;23.00;111
42.00;23.00;110
44.00;23.00;102
46.00;23.00;91
48.00;23.00;90
50.00;23.00;89
52.00;23.00;91
54.00;23.00;93
56.00;23.00;94
58.00;23.00;95
60.00;23.00;93
62.00;23.00;92
64.00;23.00;90
66.00;23.00;89
68.00;23.00;89
70.00;23.00;89
72.00;23.00;89
74.00;23.00;89
76.00;23.00;86
78.00;23.00;82
80.00;23.00;80
82.00;23.00;80
84.00;23.00;86
86.00;23.00;87
88.00;23.00;87
90.00;23.00;86
92.00;23.00;87
94.00;23.00;86
96.00;23.00;85
98.00;23.00;88
100.00;23.00;87
102.00;23.00;88
104.00;23.00;87
106.00;23.00;88
108.00;23.00;89
110.00;23.00;89
112.00;23.00;90
114.00;23.00;90
116.00;23.00;93
118.00;23.00;93
120.00;23.00;95
122.00;23.00;97
124.00;23.00;101
126.00;23.00;102
128.00;23.00;105
130.00;23.00;109
132.00;23.00;1
134.00;23.00;1
136.00;23.00;80
138.00;23.00;100
140.00;23.00;96
142.00;23.00;109
144.00;23.00;98
146.00;23.00;109
148.00;23.00;111
150.00;23.00;113
152.00;23.00;119
154.00;23.00;150
156.00;23.00;155
158.00;23.00;145
160.00;23.00;147
162.00;23.00;148
164.00;23.00;150
166.00;23.00;156
168.00;23.00;158
170.00;23.00;157
172.00;23.00;156
174.00;23.00;152
176.00;23.00;151
178.00;23.00;151
180.00;23.00;152
0.00;24.00;29
2.00;24.00;33
4.00;24.00;33
6.00;24.00;43
8.00;24.00;38
10.00;24.00;38
12.00;24.00;42
14.00;24.00;32
16.00;24.00;34
18.00;24.00;33
20.00;24.00;32
22.00;24.00;30
24.00;24.00;9
26.00;24.00;38
28.00;24.00;57
30.00;24.00;100
32.00;24.00;104
34.00;24.00;108
36.00;24.00;112
38.00;24.00;111
40.00;24.00;112
42.00;24.00;111
44.00;24.00;101
46.00;24.00;93
48.00;24.00;91
50.00;24.00;90
52.00;24.00;95
54.00;24.00;94
56.00;24.00;96
58.00;24.00;96
60.00;24.00;95
62.00;24.00;92
64.00;24.00;90
66.00;24.00;91
68.00;24.00;90
70.00;24.00;91
72.00;24.00;92
74.00;24.00;89
76.00;24.00;88
78.00;24.00;82
80.00;24.00;81
82.00;24.00;81
84.00;24.00;87
86.00;24.00;87
88.00;24.00;87
90.00;24.00;87
92.00;24.00;88
94.00;24.00;87
96.00;24.00;87
98.00;24.00;87
100.00;24.00;88
102.00;24.00;88
104.00;24.00;88
106.00;24.00;90
108.00;24.00;90
110.00;24.00;89
112.00;24.00;90
114.00;24.00;91
116.00;24.00;92
118.00;24.00;94
120.00;24.00;95
122.00;24.00;97
124.00;24.00;102
126.00;24.00;103
128.00;24.00;107
130.00;24.00;112
132.00;24.00;1
134.00;24.00;119
136.00;24.00;100
138.00;24.00;108
140.00;24.00;101
142.00;24.00;99
144.00;24.00;100
146.00;24.00;96
148.00;24.00;106
150.00;24.00;110
152.00;24.00;132
154.00;24.00;160
156.00;24.00;155
158.00;24.00;146
160.00;24.00;150
162.00;24.00;149
164.00;24.00;151
166.00;24.00;158
168.00;24.00;155
170.00;24.00;154
172.00;24.00;158
174.00;24.00;154
176.00;24.00;151
178.00;24.00;154
180.00;24.00;151
0.00;25.00;30
2.00;25.00;35
4.00;25.00;37
6.00;25.00;42
8.00;25.00;37
10.00;25.00;38
12.00;25.00;35
14.00;25.00;38
16.00;25.00;39
18.00;25.00;27
20.00;25.00;37
22.00;25.00;1
24.00;25.00;133
26.00;25.00;122
28.00;25.00;124
30.00;25.00;110
32.00;25.00;108
34.00;25.00;110
36.00;25.00;113
38.00;25.00;114
40.00;25.00;113
42.00;25.00;112
44.00;25.00;104
46.00;25.00;92
48.00;25.00;92
50.00;25.00;92
52.00;25.00;94
54.00;25.00;95
56.00;25.00;97
58.00;25.00;97
60.00;25.00;96
62.00;25.00;92
64.00;25.00;92
66.00;25.00;91
68.00;25.00;92
70.00;25.00;92
72.00;25.00;91
74.00;25.00;91
76.00;25.00;87
78.00;25.00;84
80.00;25.00;81
82.00;25.00;83
84.00;25.00;87
86.00;25.00;87
88.00;25.00;87
90.00;25.00;87
92.00;25.00;87
94.00;25.00;88
96.00;25.00;87
98.00;25.00;87
100.00;25.00;88
102.00;25.00;88
104.00;25.00;89
106.00;25.00;89
108.00;25.00;90
110.00;25.00;90
112.00;25.00;89
114.00;25.00;91
116.00;25.00;93
118.00;25.00;95
120.00;25.00;97
122.00;25.00;100
124.00;25.00;103
126.00;25.00;105
128.00;25.00;110
130.00;25.00;112
132.00;25.00;1
134.00;25.00;1
136.00;25.00;90
138.00;25.00;103
140.00;25.00;99
142.00;25.00;98
144.00;25.00;108
146.00;25.00;111
148.00;25.00;112
150.00;25.00;159
152.00;25.00;170
154.00;25.00;167
156.00;25.00;157
158.00;25.00;148
160.00;25.00;151
162.00;25.00;149
164.00;25.00;153
166.00;25.00;163
168.00;25.00;159
170.00;25.00;161
172.00;25.00;160
174.00;25.00;157
176.00;25.00;155
178.00;25.00;156
180.00;25.00;152
0.00;26.00;37
2.00;26.00;37
4.00;26.00;42
6.00;26.00;34
8.00;26.00;37
10.00;26.00;37
12.00;26.00;37
14.00;26.00;38
16.00;26.00;115
18.00;26.00;158
20.00;26.00;149
22.00;26.00;150
24.00;26.00;126
26.00;26.00;123
28.00;26.00;126
30.00;26.00;113
32.00;26.00;108
34.00;26.00;111
36.00;26.00;115
38.00;26.00;114
40.00;26.00;115
42.00;26.00;113
44.00;26.00;105
46.00;26.00;96
48.00;26.00;92
50.00;26.00;93
52.00;26.00;93
54.00;26.00;96
56.00;26.00;97
58.00;26.00;99
60.00;26.00;97
62.00;26.00;95
64.00;26.00;93
66.00;26.00;92
68.00;26.00;92
70.00;26.00;93
72.00;26.00;94
74.00;26.00;90
76.00;26.00;89
78.00;26.00;84
80.00;26.00;83
82.00;26.00;84
84.00;26.00;87
86.00;26.00;88
88.00;26.00;88
90.00;26.00;87
92.00;26.00;87
94.00;26.00;88
96.00;26.00;89
98.00;26.00;88
100.00;26.00;88
102.00;26.00;90
104.00;26.00;89
106.00;26.00;89
108.00;26.00;89
110.00;26.00;89
112.00;26.00;90
114.00;26.00;92
116.00;26.00;93
118.00;26.00;95
120.00;26.00;96
122.00;26.00;100
124.00;26.00;104
126.00;26.00;106
128.00;26.00;109
130.00;26.00;115
132.00;26.00;1
134.00;26.00;107
136.00;26.00;105
138.00;26.00;103
140.00;26.00;114
142.00;26.00;107
144.00;26.00;98
146.00;26.00;104
148.00;26.00;153
150.00;26.00;164
152.00;26.00;168
154.00;26.00;168
156.00;26.00;176
158.00;26.00;150
160.00;26.00;154
162.00;26.00;152
164.00;26.00;158
166.00;26.00;165
168.00;26.00;162
170.00;26.00;160
172.00;26.00;158
174.00;26.00;155
176.00;26.00;159
178.00;26.00;157
180.00;26.00;157
0.00;27.00;39
2.00;27.00;39
4.00;27.00;34
6.00;27.00;30
8.00;27.00;33
10.00;27.00;74
12.00;27.00;127
14.00;27.00;143
16.00;27.00;146
18.00;27.00;163
20.00;27.00;160
22.00;27.00;152
24.00;27.00;125
26.00;27.00;122
28.00;27.00;125
30.00;27.00;113
32.00;27.00;110
34.00;27.00;111
36.00;27.00;114
38.00;27.00;115
40.00;27.00;115
42.00;27.00;114
44.00;27.00;105
46.00;27.00;97
48.00;27.00;93
50.00;27.00;92
52.00;27.00;95
54.00;27.00;97
56.00;27.00;98
58.00;27.00;98
60.00;27.00;98
62.00;27.00;95
64.00;27.00;92
66.00;27.00;92
68.00;27.00;93
70.00;27.00;94
72.00;27.00;92
74.00;27.00;89
76.00;27.00;87
78.00;27.00;83
80.00;27.00;81
82.00;27.00;85
84.00;27.00;91
86.00;27.00;88
88.00;27.00;89
90.00;27.00;88
92.00;27.00;89
94.00;27.00;88
96.00;27.00;88
98.00;27.00;89
100.00;27.00;91
102.00;27.00;90
104.00;27.00;90
106.00;27.00;90
108.00;27.00;92
110.00;27.00;91
112.00;27.00;92
114.00;27.00;94
116.00;27.00;96
118.00;27.00;96
120.00;27.00;100
122.00;27.00;102
124.00;27.00;105
126.00;27.00;107
128.00;27.00;109
130.00;27.00;115
132.00;27.00;1
134.00;27.00;110
136.00;27.00;94
138.00;27.00;108
140.00;27.00;114
142.00;27.00;114
144.00;27.00;113
146.00;27.00;128
148.00;27.00;159
150.00;27.00;166
152.00;27.00;172
154.00;27.00;168
156.00;27.00;174
158.00;27.00;157
160.00;27.00;165
162.00;27.00;168
164.00;27.00;167
166.00;27.00;167
168.00;27.00;165
170.00;27.00;165
172.00;27.00;163
174.00;27.00;169
176.00;27.00;171
178.00;27.00;169
180.00;27.00;168
0.00;28.00;32
2.00;28.00;34
4.00;28.00;97
6.00;28.00;135
8.00;28.00;141
10.00;28.00;142
12.00;28.00;143
14.00;28.00;150
16.00;28.00;156
18.00;28.00;169
20.00;28.00;166
22.00;28.00;151
24.00;28.00;128
26.00;28.00;130
28.00;28.00;129
30.00;28.00;115
32.00;28.00;112
34.00;28.00;113
36.00;28.00;118
38.00;28.00;118
40.00;28.00;117
42.00;28.00;116
44.00;28.00;108
46.00;28.00;97
48.00;28.00;95
50.00;28.00;93
52.00;28.00;97
54.00;28.00;99
56.00;28.00;100
58.00;28.00;100
60.00;28.00;100
62.00;28.00;97
64.00;28.00;94
66.00;28.00;93
68.00;28.00;94
70.00;28.00;96
72.00;28.00;95
74.00;28.00;91
76.00;28.00;88
78.00;28.00;85
80.00;28.00;82
82.00;28.00;85
84.00;28.00;88
86.00;28.00;89
88.00;28.00;88
90.00;28.00;88
92.00;28.00;89
94.00;28.00;88
96.00;28.00;89
98.00;28.00;89
100.00;28.00;90
102.00;28.00;91
104.00;28.00;90
106.00;28.00;91
108.00;28.00;92
110.00;28.00;92
112.00;28.00;93
114.00;28.00;94
116.00;28.00;96
118.00;28.00;99
120.00;28.00;101
122.00;28.00;103
124.00;28.00;106
126.00;28.00;108
128.00;28.00;111
130.00;28.00;115
132.00;28.00;1
134.00;28.00;119
136.00;28.00;97
138.00;28.00;99
140.00;28.00;115
142.00;28.00;115
144.00;28.00;147
146.00;28.00;153
148.00;28.00;158
150.00;28.00;167
152.00;28.00;173
154.00;28.00;168
156.00;28.00;166
158.00;28.00;165
160.00;28.00;169
162.00;28.00;167
164.00;28.00;167
166.00;28.00;166
168.00;28.00;166
170.00;28.00;164
172.00;28.00;163
174.00;28.00;166
176.00;28.00;167
178.00;28.00;169
180.00;28.00;167
0.00;29.00;108
2.00;29.00;144
4.00;29.00;130
6.00;29.00;138
8.00;29.00;145
10.00;29.00;147
12.00;29.00;152
14.00;29.00;152
16.00;29.00;170
18.00;29.00;170
20.00;29.00;167
22.00;29.00;157
24.00;29.00;131
26.00;29.00;131
28.00;29.00;131
30.00;29.00;117
32.00;29.00;114
34.00;29.00;115
36.00;29.00;118
38.00;29.00;119
40.00;29.00;121
42.00;29.00;117
44.00;29.00;106
46.00;29.00;99
48.00;29.00;96
50.00;29.00;95
52.00;29.00;98
54.00;29.00;100
56.00;29.00;102
58.00;29.00;101
60.00;29.00;100
62.00;29.00;98
64.00;29.00;95
66.00;29.00;96
68.00;29.00;96
70.00;29.00;98
72.00;29.00;96
74.00;29.00;91
76.00;29.00;90
78.00;29.00;85
80.00;29.00;84
82.00;29.00;88
84.00;29.00;90
86.00;29.00;89
88.00;29.00;89
90.00;29.00;89
92.00;29.00;89
94.00;29.00;89
96.00;29.00;89
98.00;29.00;90
100.00;29.00;90
102.00;29.00;90
104.00;29.00;91
106.00;29.00;92
108.00;29.00;93
110.00;29.00;93
112.00;29.00;95
114.00;29.00;95
116.00;29.00;97
118.00;29.00;100
120.00;29.00;102
122.00;29.00;104
124.00;29.00;107
126.00;29.00;109
128.00;29.00;114
130.00;29.00;116
132.00;29.00;1
134.00;29.00;110
136.00;29.00;98
138.00;29.00;98
140.00;29.00;103
142.00;29.00;149
144.00;29.00;148
146.00;29.00;152
148.00;29.00;160
150.00;29.00;167
152.00;29.00;174
154.00;29.00;167
156.00;29.00;165
158.00;29.00;163
160.00;29.00;162
162.00;29.00;161
164.00;29.00;162
166.00;29.00;162
168.00;29.00;162
170.00;29.00;161
172.00;29.00;161
174.00;29.00;162
176.00;29.00;162
178.00;29.00;163
180.00;29.00;162
0.00;30.00;166
2.00;30.00;158
4.00;30.00;143
6.00;30.00;146
8.00;30.00;146
10.00;30.00;151
12.00;30.00;153
14.00;30.00;159
16.00;30.00;168
18.00;30.00;170
20.00;30.00;167
22.00;30.00;160
24.00;30.00;134
26.00;30.00;133
28.00;30.00;133
30.00;30.00;120
32.00;30.00;114
34.00;30.00;116
36.00;30.00;119
38.00;30.00;121
40.00;30.00;121
42.00;30.00;119
44.00;30.00;110
46.00;30.00;99
48.00;30.00;97
50.00;30.00;95
52.00;30.00;99
54.00;30.00;101
56.00;30.00;102
58.00;30.00;102
60.00;30.00;101
62.00;30.00;99
64.00;30.00;96
66.00;30.00;96
68.00;30.00;97
70.00;30.00;94
72.00;30.00;96
74.00;30.00;92
76.00;30.00;88
78.00;30.00;87
80.00;30.00;86
82.00;30.00;88
84.00;30.00;90
86.00;30.00;90
88.00;30.00;89
90.00;30.00;90
92.00;30.00;89
94.00;30.00;89
96.00;30.00;90
98.00;30.00;89
100.00;30.00;90
102.00;30.00;90
104.00;30.00;91
106.00;30.00;92
108.00;30.00;93
110.00;30.00;94
112.00;30.00;95
114.00;30.00;96
116.00;30.00;99
118.00;30.00;103
120.00;30.00;104
122.00;30.00;107
124.00;30.00;109
126.00;30.00;111
